Codigo;Detalle;Stock;Precio
7206;PILETA DE ACERO INOXIDABLE SIMPLE 52 X 32 X 13 "ARI;25.00;40000.00
7207;HOLCIM X 50 KG.;21.00;7900.00
7208;VENECIA, COCINA MESADA MONOCOMANDO "KLOSS" *6*;2.00;34984.34
7210;PLACA PARA CONSTRUCCION 1000X1000X20MM;0;2287.45
7211;CANILLA PVC C/PI.MANGA 3/4"  GINYPLAS;23.00;2891.56
7217;CADIZ, LAVATORIO PICO ALTO "KLOSS";5.00;96465.54
7218;CADIZ, DUCHA C/TRANSF. "KLOSS";1.00;153988.87
7219;CADIZ, COCINA PARED EXT. PICO "J", "KLOSS";1.00;89746.50
7220;TANQUE BICAPA × 550 LT "PRECONS ECO";2.00;125310.51
7222;SIERRA COPA BI-METAL 46 MM;21.00;13669.84
7232;GUANTE VAQUETA TIPO AMERICANO CORTO - PALMA REF;156.00;7058.83
7233;CAÑO PVC BLANCO Ø 100 X 4MTS X 1.6 REF - PLASTIF;0;14845.61
7234;CAÑO PVC BLANCO Ø 110 X 4MTS X 2.0 SUP. REF. - PLASTIF;0.36;20554.36
7235;CAÑO PVC BLANCO Ø 110 X 4MTS X 2.4 L-3.2 - PLASTIF;19.50;23980.28
7236;CAÑO PVC BLANCO Ø 160 X 4MTS X 2.4 L-3.2 - PLASTIF;6.50;46820.41
7237;CAÑO PVC BLANCO Ø 40 X 4MTS X 1.6 REF - PLASTIF;28.85;7422.49
7238;CAÑO PVC BLANCO Ø 50 X 4MTS X 1.6 REF - PLASTIF;0;8564.32
7239;CAÑO PVC BLANCO Ø 60 X 4MTS X 1.6 REF - PLASTIF;115.76;10268.70
7240;CAÑO PVC BLANCO Ø 63 X 4MTS X 2.4 L-3.2 - PLASTIF;2.50;12560.91
7241;BALDE DE ALBAÑIL;3363.87;2499.95
7243;PISO PIAMONTE NEGRO 1º 51X51;0.00;9811.34
7244;PISO  TONGOY CARAMEL ALL 1° 46X46 (2,58MT);2.58;9046.82
7245;PISO  CERVANTES GRIS ALL1° 46X46 (2,58MT);2.58;9046.82
7246;PISO  CHILLAN ALL1° 46X46 (2,58MT);0.00;9046.82
7247;PISO  BOCCACCIO GRIS OSC ALL 1° 46X46 (2,58MT);0.00;9046.82
7248;RESISTENCIA FOCO ACERO INOXIDABLE;1.00;5295.04
7249;ESCALERA PINO 7 ESC.;3.00;74811.22
7250;CUTTER RETRACTIL 18 MM C/1 HOJA "9932822" *12*;2.00;3023.52
7251;ALBA, COCINA PARED EXT. PICO "J", "KLOSS";5.00;82447.55
7252;ALBA, COCINA MESADA "KLOSS";0.00;74157.94
7255;ITALIANA, INODORO CORTO "CAPEA" *24*;1.00;145465.02
7256;TORN. BCE 5/32 × 1/2, TANQUE FV (50);44.00;420.67
7257;CANALETA X 3MTS PVC PLUVITUBO *8*;167.00;32719.30
7258;CODO Ø115 A 67° PVC PLUVITUBO *10*;66.00;9471.34
7259;CODO Ø115 A 87° PVC PLUVITUBO *10*;59.00;10101.48
7260;EMBUDO CANALETA PVC PLUVITUBO *10*;0;10325.85
7261;ESQUINERO CANALETA PVC PLUVITUBO *4*;72.00;10869.79
7262;GRAMPA P / TUBO DE DESCARGA PLUVITUBO *30*;116.00;3065.92
7263;SOPORTE CANALETA PVC PLUVITUBO *60*;340.00;15442.41
7264;TAPA CANALETA DERECHA PVC PLUVITUBO *20*;46.00;2514.59
7265;TAPA CANALETA IZQUIERDA PVC PLUVITUBO *20*;39.00;2514.59
7266;TAPA EMBUDO DERECHA PVC PLUVITUBO *32*;45.00;2514.59
7267;TAPA EMBUDO IZQUIERDA PVC PLUVITUBO *32*;50.00;2514.59
7268;TUBO DESCARGA Ø115 X 1MT PLUVITUBO *3*;26.00;11988.99
7269;;0.00;0.00
7270;UNION CANALETA PVC PLUVITUBO *16*;124.00;3542.11
7271;TUBO DESCARGA Ø115 X 3MTS PLUVITUBO *3*;50.00;35964.41
7272;BOCA DE ACCESO DE COCINA (3 ENTRADAS) Ø 63X50 JUNTA ELÁSTICA;60.00;7143.54
7273;CODO A 45º  Ø 110 HH JUNTA ELÁSTICA;61.00;3839.82
7274;CODO A 45º  Ø 110 MH JUNTA ELÁSTICA;74.00;3203.85
7275;CODO A 45º  Ø 40 MH JUNTA ELÁSTICA;167.00;619.37
7276;CODO A 45º  Ø 50 MH JUNTA ELÁSTICA;82.00;941.28
7277;CODO A 45º  Ø 63 MH JUNTA ELÁSTICA;78.00;1581.31
7278;CODO A 90º  Ø 110 HH JUNTA ELÁSTICA;63.00;4164.39
7279;CODO A 90º  Ø 110 MH JUNTA ELÁSTICA;78.00;3480.33
7280;CODO A 90º  Ø 40 HH JUNTA ELÁSTICA;274.00;829.20
7281;CODO A 90º  Ø 40 MH JUNTA ELÁSTICA;320.00;669.93
7282;CODO A 90º  Ø 50 MH JUNTA ELÁSTICA;67.00;941.28
7283;CODO A 90º  Ø 63 MH JUNTA ELÁSTICA;80.00;1669.82
7284;CODO A 90º CON 3 ACOMETIDAS Ø 110X63 MH JUNTA ELÁSTICA;21.00;6671.25
7285;CUPLA CON TOPE Ø 110 HH JUNTA ELÁSTICA;103.00;3312.97
7286;CUPLA CON TOPE Ø 40 HH JUNTA ELÁSTICA;0;1021.08
7287;CUPLA CON TOPE Ø 50 HH JUNTA ELÁSTICA;0;1190.65
7288;CUPLA CON TOPE Ø 63 HH JUNTA ELÁSTICA;0.00;1581.31
7289;CUPLA DESLIZANTE Ø 110 HH JUNTA ELÁSTICA;124.00;3312.97
7290;CUPLA DESLIZANTE Ø 40 HH JUNTA ELÁSTICA;696.00;1021.08
7291;CUPLA DESLIZANTE Ø 50 HH JUNTA ELÁSTICA;280.00;1190.65
7292;CUPLA DESLIZANTE Ø 63 HH JUNTA ELÁSTICA;120.00;1581.31
7293;PILETA DE PATIO CON SIFÓN DESMONTABLE (3 ENTRADAS) Ø 40X63 J;24.00;8173.99
7294;PILETA DE PATIO CON SIFÓN DESMONTABLE (5 ENTRADAS) Ø 40X63 J;24.00;9409.48
7295;PORTA REJILLA CON REJILLA DE ACERO INOXIDABLE + REJILLA ANTI;43.00;5742.53
7296;PORTA REJILLA CON REJILLA DE ACERO INOXIDABLE 8 X 8 Ø 40;161.00;4561.26
7297;PORTA REJILLA CON TAPA CIEGA DE ACERO INOXIDABLE 12X12 Ø 110;47.00;5742.53
7298;RAMAL SIMPLE A 45º  Ø 110X110 MHH JUNTA ELÁSTICA;9.00;7336.83
7299;RAMAL SIMPLE A 45º  Ø 110X63 MHH JUNTA ELÁSTICA;0;5534.09
7300;RAMAL SIMPLE A 90º  Ø 110X110 MHH JUNTA ELÁSTICA;26.00;5857.01
7301;REPUESTO REJILLA ANTI-INSECTOS;0.00;620.11
7302;REPUESTO REJILLA DE ACERO INOXIDABLE 12X12;0.00;3816.02
7303;REPUESTO REJILLA DE ACERO INOXIDABLE 8X8;0.00;2567.23
7304;REPUESTO SIFÓN PARA PILETA DE PATIO;0.00;1478.70
7305;REPUESTO TAPA CIEGA DE ACERO INOXIDABLE 12X12;0.00;3172.07
7306;SOLUCIÓN LUBRICANTE EN AEROSOL X 400CC;21.00;9513.48
7307;TUBO Ø 110 X 1 MT JUNTA ELÁSTICA;2.00;8604.20
7308;TUBO Ø 110 X 2 MTS JUNTA ELÁSTICA;5.00;12782.29
7309;TUBO Ø 110 X 3 MT JUNTA ELÁSTICA;4.00;17430.39
7310;TUBO Ø 110 X 4 MTS JUNTA ELÁSTICA;0;23240.53
7311;TUBO Ø 110 X 4 MTS JUNTA ELÁSTICA PLUVIAL;44.00;16620.00
7312;TUBO Ø 40 X 1 MT JUNTA ELÁSTICA;14.00;2680.22
7313;TUBO Ø 40 X 2 MTS JUNTA ELÁSTICA;6.00;4192.91
7314;TUBO Ø 40 X 3 MT JUNTA ELÁSTICA;9.00;5717.60
7315;TUBO Ø 40 X 4 MTS JUNTA ELÁSTICA;0;7623.46
7316;TUBO Ø 50 X 1 MT JUNTA ELÁSTICA;18.00;3651.30
7317;TUBO Ø 50 X 2 MTS JUNTA ELÁSTICA;5.00;5645.64
7318;TUBO Ø 50 X 3 MT JUNTA ELÁSTICA;10.00;7698.60
7319;TUBO Ø 50 X 4 MTS JUNTA ELÁSTICA;3.00;10264.81
7320;TUBO Ø 63 X 1 MT JUNTA ELÁSTICA;16.00;4703.42
7321;TUBO Ø 63 X 2 MTS JUNTA ELÁSTICA;0;6989.04
7322;TUBO Ø 63 X 3 MT JUNTA ELÁSTICA;4.00;9530.53
7323;TUBO Ø 63 X 4 MTS JUNTA ELÁSTICA;0;12707.36
7324;CABO HACHA;7.00;4250.00
7325;ANDAMIO STANDAR;1.00;206388.00
7326;TEFLON ALTA DENS. ø 3/4 X 10 "EUROFLON" (20);7.00;1377.86
7327;MOTOR ELEC. MON. 1HP;4.00;129937.50
7328;H. 6MM - MALLA Q158 2X6 (15X15);2.00;72464.10
7329;CUCHARA ALBAÑIL GARDEX Nº 7;20.00;6935.22
7330;CADENA DERECHA Nº 35 GALVANIZADA;5.13;10468.59
7331;SIERRA ROTTWEILER WIDIA 180 X 24 DIENTES;2.00;8473.01
7334;FICHA HEMBRA 10AMP. C/MANIJA TAAD;63.00;2107.30
7335;FICHA MACHO INDELPLAS 3 PERNOS;0;967.62
7336;PILETA DE ACERO INOXIDABLE DOBLE 57 X 37 X 15 "ARIE;13.00;60308.16
7337;TORNILLO CAB.HEXAG.PTA.AGUJA RANUR 14X2.5X200-C/ARAND;18.15;35353.54
7338;CODO HH 67º 30 ø 40 "IPS" *5*;16.00;1166.63
7343;CABLE CANAL 20X10 C/ADHESIVO;6.00;1982.93
7344;ALICATE DE CORTE OBLICUO 6";15.00;13959.37
7345;BOCALLAVE DE 1/4 HEXAGONAL 12 MM LARGA;2.00;3300.62
7346;H. ELÉCTRICA - SIERRA SENSITIVA 2250W 355MM;1.00;266762.06
7347;H. ELÉCTRICA LIJADORA ORBITAL 240W;2.00;60179.26
7348;ATORNILLADOR INALAMBRICO 3,6V;2.00;97994.60
7349;REPUESTOS HOJA REPUESTO TJ02;21.00;5284.12
7350;H. ELÉCTRICA - SIERRA SABLE 900W;1.00;160027.81
7351;REPUESTOS HOJA SIERRA SABLE 300MM X 3U.;1.00;14579.78
7352;SET HOJA SIERRA SABLE P/MADERA 300MM ACERO CARB. 3U.;0.67;36542.52
7353;SET HOJA SIERRA SABLE P/METAL 300MM BIMETAL 3U.;1.00;27067.73
7354;LLAVE COMBINADA 12PC 8-19MM SILVER - ALEMANAS;1.00;72147.13
7355;JUEGO DE 13 PUNTAS TORX  ENC 1/2;2.00;44872.82
7356;ULTIMATE HERRAMIENTA OSCILANTE 20VOLT;0.00;124696.86
7357;ULTIMATE BATERIA 20VOLT 4 AMP.;4.00;103758.17
7358;LLAVE COMBINADA 20PZ MIL/PUL SILVER - ALEMANAS;0.00;101261.26
7359;CADENA P.V.C. REG. C/GANCHO P/DESCARGA REP35/37/32;10.00;475.48
7362;TUBO LED DE VIDRIO 9W SICA;23.00;3324.10
7363;TUBO LED  DE VIDRIO 18W SICA;0;3604.90
7364;PLACA PARA CONSTRUCCION 1000X1000X10MM;5.00;1143.72
7365;25KG-MEM. ASF. KOVERTECH ROLL MT300;0;41352.28
7366;35KG-MEM. ASF. KOVERTECH ROLL MT400;4.00;47437.41
7367;PERFIL DE SEG MURO ESPIGA-75MM X MT;49.00;9656.02
7368;SERRUCHO CARPINT.DOBLE TRABA 18";0;13342.73
7369;R408 - LLAVE AJUSTE P/CONTRATUERCA P/AMOLADORA 4 1/2";5.00;4021.10
7370;MARCO PORTAREJILLA 10 X 10 "IPS" *5*;17.00;2793.71
7373;TOMACORRIENTE DUAL SICA MOD.;112.00;1253.20
7375;BOYA TELGOPOR P/FLOT. TANQUE ø 1/2 *150*;32.00;2662.06
7376;ALBA PLUS, COCINA MESADA "KLOSS";2.00;79987.39
7377;RAMAL HH 90º ø 50 "IPS" *5*;18.00;2957.91
7379;;0.00;0.00
7380;;0.00;0.00
7381;;0.00;0.00
7382;;0.00;0.00
7383;PRECINTO STANDARD 500 X 4,8 MM NEGRO;0;43.75
7384;PRECINTO STANDARD 500 X 7,6 MM NEGRO;0;100.00
7385;PRECINTO STANDARD 400 X 4,7 MM NEGRO;141.02;71.25
7386;DUCHA EMBUTIR PIAZZA "VILLAGE" C/TRANSF. VOL. CRUZ;2.00;80136.59
7387;CORREA A30;0.00;7687.50
7388;CORREA A34;10.00;8337.50
7389;CORREA A35;2.00;8812.50
7391;TORNILLO AUTOPERF. 8 X 9/16" CAB. TANQUE PTA. MECHA;60.00;4770.59
7392;TORNILLO WAFER PUNTA AGUJA 8 X 9/16";59.02;5045.04
7395;RASTRILLO DIENTE CORTO S/RIENDAS - 16 DIENTES;0;8018.41
7396;ARTICULO DE CODIGO DLV;70.31;327.50
7397;ARTICULO DE CODIGO DPV;2.00;3125.00
7400;LATEX BCO. LAV. INT/EXT X 20LTR;137.00;63960.00
7401;ESCALERA  PINO 8 ESC.;2.00;85498.54
7402;CAJA MEDIDOR TRIFASICA C/NIPLE;1.00;134638.79
7403;CAJA 4 A 8 TERMICAS PVC EMBUTIR GC;5.00;5058.02
7404;CAJA 2 A 4 EXTERIOR C/PUERTA F.A.E.;5.00;1320.65
7405;PIPETA 1 1/2 MAT. AISLANTE;5.00;1077.46
7406;ULTIMATE BATERIA 12VOLT 1.5 AMP.;21.00;37233.53
7407;ARANDELA PLANA DE HIERRO ZINCADO 5/16";0;8524.23
7408;LIMA PLENA REDONDA ENTREFINA   6";0.00;9043.42
7409;LIMA PLENA REDONDA ENTREFINA   8";7.00;10953.49
7410;BULON CAB.HEX.GALV.   3/8 X 1 1/2;0;24143.74
7411;PALLET H12 9 TUBOS (12*18*33)1RA;0.00;94800.00
7412;H12 - 9TUBOS-12*18*33- 1RA;5040.00;658.33
7413;6L. ANDINO DEPOSITO (CHICO);27.00;81998.39
7416;TORNILLO BCE 22-80 P/INODORO Y BIDET X 100 UNID;132.54;906.15
7418;CARRETEL AUTOM. P/DESM.;0.00;3750.00
7419;RESORTE Nº 42 COMPRESION 1.00X11.70XL192XV48.1;20.00;1947.49
7420;SIERRA COPA BI-METAL 19 MM;20.00;6402.70
7421;SOPAPA PLASTICA AMERICANA;4.00;5976.83
7422;CODO RM ø 25 X 3/4 "IPS" (4);20.00;5780.62
7423;PUERTAS ALUMINIO (CIEGA-ALTO TRANS. 36MM);1.00;372500.00
7424;ENGRAPADORA GRAPAS 8X10.6X1.2 P. PEP 1000U;8.00;4731.33
7425;ENGRAPADORA GRAPAS 10X10.6X1.2 P.PEP 1000U;7.00;5222.00
7426;CONEXION ESQUEL FUELLE EXTRA LARGA;0;3652.18
7427;CEPILLO ACERO JGO. X 3 PZS 30 MM A   50 MM P/MOVIL;4.00;7003.32
7428;CEPILLO ACERO JGO. X 5 PCS 30 MM A   75 MM P/MOVIL;5.00;8061.82
7429;PROYECTOR LED 20W ALIC;2.00;8542.89
7430;PROYECTOR LED 100W ALIC;1.00;32938.20
7432;BACHA P/VANITORY 50 CM 3 AG.;1.00;91062.53
7433;ULTIMATE LLAVE DE IMPACTO ENC1/2 20VOLT;21.00;223922.62
7434;CINTA METRICA EVEL RETROBLOK 3M C/FRENO(503);18.00;11513.89
7435;CINTA METRICA EVEL RETROBLOK 5MT (505);7.00;15514.25
7436;INFLADOR IMPORTADO GARDEX CON MANOMETRO GX-IBM65;5.00;43411.11
7437;ESCOBA PVC COLOR SURTIDO SIN MANGO;25.00;2597.95
7438;MACHETE BIASSONI 22" 993720;1.00;24297.08
7439;POLACRIN ESM SINT BLANCO 1/2 LTS;33.00;7944.52
7440;POLACRIN ESM SINT BERMELLON 1/2 LTS;1.00;7944.53
7441;LUMINOR  X4 MULTIACCION CAOBA 1 LTS;2.00;12043.09
7442;LUMINOR  X4 MULTIACCION CEDRO 1 LTS;8.00;12043.09
7443;LUMINOR  X4 MULTIACCION NOGAL 1 LTS;2.00;12043.09
7444;LUMINOR  X4 MULTIAC. ROBLE CLARO 1 LTS;10.00;12043.10
7445;LUMINOR  X4 MULTIACCION CAOBA 4 LTS;1.00;37656.49
7446;LUMINOR  X4 MULTIACCION CEDRO 4 LTS;0.00;37656.49
7447;LUMINOR  X4 MULTIACCION NOGAL 4 LTS;1.00;37656.49
7448;LUMINOR  X4 MULTIAC. ROBLE CLARO 4 LTS;4.00;37656.48
7449;POLACRIN PREMIUN INT/EXT BLANCO 1 LTS;12.00;7681.18
7450;POLACRIN PREMIUN INT/EXT BLANCO 10 LTS;4.00;58124.07
7451;POLACRIN PREMIUN INT/EXT BLANCO 20 LTS;0.00;107789.33
7452;POLACRIN LATEX CIELO RASO 20 LTS;1.00;78342.45
7453;POLACRIN PISCINAS CELESTE  4LTS;5.00;24741.87
7454;POLACRIN  PISCINAS CELESTE  10LTS;2.00;58761.94
7455;POLACRIN ESM SINT BLANCO 1 LTS;14.00;11339.10
7456;POLACRIN ESM SINT BLANCO 4 LTS;0.00;39725.41
7457;POLACRIN ESM SINT VERDE INGLES 1/2 LTS;0;7415.28
7458;POLACRIN ESM SINT AZUL MARINO 1/2 LTS;0;7415.28
7459;POLACRIN ESM SINT NEGRO 1 LTS;22.00;10308.96
7460;POLACRIN ESM SINT NEGRO 4 LTS;2.00;34050.75
7461;POLACRIN ESM SINT ALUMINIO 1/2 LTS;5.00;7802.65
7462;POLACRIN ESM SINT ALUMINIO 1 LTS;3.00;11339.10
7463;TALENTO LATEX INT/EXT LAVABLE BCO 1 LTS;1.00;5700.85
7464;TALENTO LATEX INT/EXT LAVABLE BCO 4 LTS;1.00;21473.03
7465;TALENTO LATEX INT/EXT LAVABLE BCO 10 LTS;4.00;47083.99
7466;MEDIA SOMBRA VERDE 80% 4 X 50 MT "REFORZADA";2.47;240725.35
7467;SELLACANALETAS ALUMINIO X 300 ML "TEK-BOND" *12*;1.00;14690.25
7468;CANILLA 1 AGUA PARED PVC CROMO PICO U VOL. REDONDO;0.00;19629.30
7469;CONSTRUCCION EN SECO BIASSONI SERRUCHO 150MM 992797;2.00;12103.02
7471;POLACRIN ESM SINT NEGRO 1/2 LTS;19.00;7415.28
7472;TALENTO ENDUIDO INTERIOR EXTERIOR  1 LT;0.00;3900.99
7473;TALENTO ENDUIDO INTERIOR EXTERIOR 4 LTS;2.00;11565.47
7474;TALENTO ENDUIDO INTERIOR EXTERIOR 10 LTS;1.00;24349.37
7475;TALENTO ENDUIDO INTERIOR EXTERIOR 20 LTS;0.00;45657.39
7476;TALENTO MASILLA P/PLACA DE YESO 1,8 KGS;3.00;4447.90
7477;TALENTO MASILLA P/PLACA DE YESO 6 KGS;2.00;11321.59
7478;TALENTO MASILLA P/PLACA DE YESO  15 KGS;0.00;24752.89
7479;TALENTO MASILLA P/PLACA DE YESO  32 KGS;1.00;46975.60
7480;POLACRIN LATEX CIELO RASO 4 LTS;0;20716.11
7481;POLACRIN LATEX CIELO RASO 10 LTS;1.00;46759.94
7482;POLACRIN PREMIUN INT/EXT BLANCO 4 LTS;4.00;25332.79
7483;TENSOR P/SECARROPA;6.00;2250.00
7484;BRILLA METAL;3.00;4125.00
7485;SIERRA COPA BI-METAL 48 MM;20.00;14234.42
7486;MANGUITO PVC ENCH. Y R. HH ø 50 X 1 1/2 "KLOSS" *240*;8.00;2551.35
7487;DESTORNILLADOR PHILLIPS PH 2 X 125;3.00;5004.69
7488;CUTTER HOJA DE REP. 18 MM X114 MM X 10U.;4.00;3408.11
7489;POXIRRAN TRANSP 23GR;2.00;4150.00
7490;ECCOLE 3GR;4.00;2475.00
7491;EL PULPITO X 120GR;4.00;7500.00
7493;RESORTE Nº 21 EXPANSION 1.00X10.00XL70XV52;18.00;3058.04
7494;RESORTE Nº 84 COMPRESION 1.25 X 9 X L43 X P4.8;20.00;724.42
7495;BALIN 5 1/2 X 100;0;2999.91
7496;PARCHE NRO 5;0;250.00
7497;HILO CAÑA X MT;0;75.00
7498;SOLUCION;0;1120.00
7499;SIKA 3 ACELERANTE SIN CLORURO × 6 KG "SIKA" *4*;5.00;53057.71
7500;SPOT MOVILC/ZOCALO GU10 NEGRO;19.00;3260.31
7501;MARTILLO GALPONERO 453 GR, "9969156" *6*;0.00;14048.60
7502;ESCALERA  PINO 9 ESC.;0.00;96185.85
7503;BOTIN CATERPILLAR NRO 44;0.00;43750.00
7504;CHALECO DE POLYESTER - AMARILLO C/REFLECTIVO;12.00;4729.42
7505;RETEN PARA PUERTAS MAGNETICO P/ARRIMAR - BLANCO;10.00;542.20
7506;MALLA R84 15 X 25 X 4 M.M.  (2,X 6.0 MTS);7.00;32999.65
7507;TERRAJA SANOGASS SP1 PARA PPN ( 1/2-3/4-1);0.00;34599.81
7508;FLOTANTE C/BOYA 1/2 Y 3/4, "ASTRA";7.00;9712.00
7509;TUERCA HEXAGONAL G-2 NR UNC. 3/4";1.00;45669.80
7510;PROYECTOR LED 50W SICA;0;16331.80
7511;TUERCA HEXAGONAL G-2 NR UNC .1/2"-12;19.77;13915.43
7512;MEZCLADOR LAVATORIO ITEPA;5.00;17777.50
7513;RESORTE Nº 14 EXPANSION 1.00X13.00XL95XV78;21.00;4405.84
7514;MEZCLADOR PARED EXTERIOR ITEPA PICO ALTO;6.00;14798.97
7515;PROLONGACION BAJO MESADA 6 CM;5.00;5291.93
7516;VALVULA RETENCION DUKE SIN CANASTO 3/4";31.00;6615.54
7517;VALVULA ANTIRRETORNO PVC 110;1.00;58326.65
7518;BUL ALAS P/MECHA 10 X 1 1/2;200.00;40.30
7519;BUL ALAS P/MECHA 10 X 2;100.00;53.75
7520;BUL ALAS P/MECHA 10 X 2 1/2;100.00;85.00
7521;BUL ALAS P/MECHA 8 X 1/2;500.00;29.90
7522;TOMACORRIENTE 20AMP. 2M SICA MOD.;0.00;3753.66
7523;CONECTOR 1/2 PLASTIRRABIT;28.00;1352.64
7524;CONECTOR 3/4 PLASTIRRABIT;19.00;1503.80
7525;KIT BARRAL MADERA 22X1.40MTS;9.00;7232.60
7526;KIT BARRAL MADERA 22X1.60MTS;21.00;7448.83
7527;KIT BARRAL MADERA 22X2MTS;10.00;9814.33
7528;KIT BARRAL MADERA 22X1.80MTS;15.00;9394.92
7529;KIT LANZA RIEGO CON CONECTORES Y REDUCTOR;3.00;4929.98
7530;MANGA CANILLA 3/4-1/2 PLASTIRRABIT;1.00;736.39
7531;ROCIADOR CON 17 SALIDAS OSCILANTES;10.00;32488.73
7532;ROCIADOR TRINEO 3 BRAZOS;0;7918.20
7533;CONTROL NIVEL HERMETICO X 1,5MTS. FIBOSA;3.00;12007.05
7534;CABLE 1 X 10MM X 100MTS. LEDUCOM IRAM;0.00;467084.08
7535;TOMA 20AMP. CAPSULADA MIG;0;5606.06
7536;RECEPTACULO FLORON RECTO BLANCO;47.00;1957.12
7537;ROSETA DE MADERA Nª 10;43.00;267.62
7538;RECEPTACULO CURVO DELUX;9.00;919.22
7539;RUEDA P/PORTON 60 MM;10.00;6000.00
7540;RUEDA P/PORTON 80 MM;3.00;10037.50
7541;LANZA P/PISTOLA HIDROLAVADORA;3.00;31625.00
7542;CLAVOS CABEZA PERDIDA 9/25;2.21;6779.20
7543;CLAVOS ESPIRALADOS 1 1/2";18.32;6642.09
7544;CLAVOS ESPIRALADOS 2 1/2";66.37;5729.96
7545;CLAVOS ESPIRALADOS 2";25.77;6500.02
7546;ARANDELA PLANA DE    1/2";0;6497.91
7547;;0.00;0.00
7548;TORNILLO PROLL FIX    5 X 30 X 200;0.21;4765.75
7549;TORNILLO PROLL FIX    5 X 25 X 200;0.37;5082.49
7550;TEFLON ALTA DENS. ø 1/2 X 40 "KLOSS" *10/250*;20.00;3113.69
7551;TEFLON ALTA DENS. ø 3/4 X 40 "KLOSS" *10/250*;2.00;4441.80
7552;ABRAZ. PVC C/BULON ø 50 X 1/2 "KLOSS" (2);6.00;8554.71
7553;ABRAZ. PVC C/BULON ø 75 X 1/2 "KLOSS" (2);5.00;10223.47
7554;ABRAZ. PVC C/BULON ø 110 X 1/2 "KLOSS";5.00;13052.23
7555;ABRAZ. PVC C/BULON ø 50 X 3/4 "KLOSS";5.00;8854.39
7556;ABRAZ. PVC C/BULON ø 75 X 3/4 "KLOSS" (2);1.00;10560.29
7557;ABRAZ. PVC C/BULON ø 90 X 3/4 "KLOSS";5.00;13301.91
7558;ABRAZ. PVC C/BULON ø 110 X 3/4 "KLOSS" (2);7.00;13182.19
7559;ABRAZ. PVC C/BULON ø 75 X 1", "KLOSS" (2);3.00;11313.18
7560;ABRAZ. PVC C/BULON ø 90 X 1", "KLOSS";5.00;12463.82
7561;ABRAZ. PVC C/BULON ø 110 X 1", "KLOSS" (2);5.00;13710.52
7562;BRAZO BCE CR. P/DUCHA 40 CM "KLOSS";17.00;10037.51
7563;BRAZO BCE CR. P/DUCHA 30 CM "KLOSS";1.00;8372.61
7564;CAÑO FLEX. ALUMINIO ø 4" X 2 MT *8*;1.10;16068.99
7565;ABRAZ. PVC C/BULON ø 63 X 1/2 "KLOSS" (2);1.00;9347.58
7566;ABRAZ. PVC C/BULON ø 63 X 3/4 "KLOSS" (2);5.00;9923.70
7567;ABRAZ. PVC C/BULON ø 63 X 1", "KLOSS" (2);3.00;9273.85
7568;ABRAZ. PVC C/BULON ø 50 X 1", "KLOSS" (2);1.00;9037.40
7569;ABRAZ. PVC C/BULON ø 90 X 1/2 "KLOSS";6.00;12272.78
7570;GRAMPA OMEGA REF. CAÑO PVC ø 40 (10);107.00;755.82
7571;GRAMPA OMEGA REF. CAÑO PVC ø 50 (10);4.00;870.07
7572;POLACRIN ESM TRIPLE ACC NEGRO SAT 1/2 LT;18.00;7415.28
7573;POLACRIN ESM TRIPLE ACC NEGRO SAT 1 LTS;16.00;10308.96
7574;LUMINOR  X4 MULTIACCION NATURAL 1 LTS;6.00;12043.09
7575;H. ELECTRICA COMPRESOR DE AIRE 24LTS - 2HP - 220V;2.00;280424.92
7576;H. ELECTRICA COMPRESOR DE AIRE 50LTS - 2.5HP - 220V;3.00;322495.27
7577;NIVEL DE LASER SMALL;2.00;76351.32
7578;MAZA 2 KG. CABO FIBRA CORTO;0;38534.75
7579;CUTTER 18 MM. ALUM.TRAPEZOIDAL FIJO;1.00;7093.43
7580;NIVEL DE ALUMINIO 30 CM MAGNETICO;0.00;10468.48
7581;SIERRA CIRCULAR 180 MM - 24 DIENTES;10.00;11408.42
7582;H. ELECTRICA HIDROLAVADORA 2200W 170B C/ACCESORIOS;0.00;419447.34
7583;COPA DIAMANTADA 20MM;5.00;13235.55
7584;COPA DIAMANTADA 22MM;4.00;14269.58
7585;COPA DIAMANTADA 25MM;2.00;16130.83
7586;ACCESORIO DE 3/4" ADAPTADOR 3/4"H A 1/2"M;6.00;12925.34
7587;LLAVE COMBINADA CON CRIQUE 8 MM;5.00;11167.49
7588;LLAVE COMBINADA CON CRIQUE 11 MM;4.00;12594.45
7589;CUTTER HOJA TRAPEZOIDAL 18 MM X 10U.;3.00;2982.18
7590;ZOCALO FIJO STANDAR 70 CM;15.00;2757.52
7591;LIMA PLENA CUADRADA ENTREFINA 6";0;10054.84
7592;LIMA PLENA CUADRADA ENTREFINA   8";8.00;12318.42
7593;ESPATULA DE ENMASILLAR METALICA 80 X 100;10.00;2508.80
7594;CARETA "KITANA" FOTOSENSIBLE SOLAR WH2511 - AZUL;3.00;53724.54
7595;DISCO FLAP 4,5 G120;0;1733.29
7596;PINZA NIVELADORA PORCELANATO;3.00;10050.00
7597;TIMBRE INALAMBRICO;1.00;12375.00
7598;PILETA PATIO PVC 20 X 20 C/2 BOCAS *4*;1.00;14698.62
7599;CAMARA INSPECCION PVC ø 30 CM "PRECONS";2.00;49488.73
7600;CAMARA DESENGRASADORA PVC ø 30 CM "PRECONS";2.00;53108.36
